platform,source_product_id,review_date,review_count,rating_sum,rating_1_count,rating_2_count,rating_3_count,rating_4_count,rating_5_count,positive_count,negative_count,neutral_count,helpful_count_sum,last_rebuilt_at
myntra,300011,2026-08-25,106,212,0,106,0,0,0,0,106,0,646,2026-08-20 14:08:45.189+05:30
myntra,300011,2026-08-30,85,170,0,85,0,0,0,0,85,0,515,2026-08-20 14:07:43.548+05:30
myntra,300012,2026-08-29,86,258,0,0,86,0,0,0,0,86,602,2026-08-20 14:07:43.552+05:30
myntra,300012,2026-08-27,85,255,0,0,85,0,0,0,0,85,590,2026-08-20 14:07:43.552+05:30
myntra,300012,2026-08-28,86,258,0,0,86,0,0,0,0,86,607,2026-08-20 14:07:43.552+05:30
myntra,300012,2026-08-24,85,255,0,0,85,0,0,0,0,85,600,2026-08-20 14:07:43.552+05:30
myntra,300012,2026-08-26,86,258,0,0,86,0,0,0,0,86,607,2026-08-20 14:07:43.552+05:30
myntra,300012,2026-08-25,106,318,0,0,106,0,0,0,0,106,742,2026-08-20 14:08:45.193+05:30
myntra,300012,2026-08-30,86,258,0,0,86,0,0,0,0,86,597,2026-08-20 14:07:43.552+05:30
myntra,300013,2026-08-29,86,344,0,0,0,86,0,86,0,0,693,2026-08-20 14:07:43.555+05:30
flipkart,TKPH8MTJH5D4AHG6,2025-12-01,5,16,1,1,0,2,1,3,2,0,0,2026-08-19 20:00:40.818952+05:30
myntra,300013,2026-08-27,86,344,0,0,0,86,0,86,0,0,693,2026-08-20 14:07:43.555+05:30
myntra,300013,2026-08-28,85,340,0,0,0,85,0,85,0,0,675,2026-08-20 14:07:43.555+05:30
myntra,300013,2026-08-24,86,344,0,0,0,86,0,86,0,0,683,2026-08-20 14:07:43.555+05:30
myntra,300013,2026-08-26,86,344,0,0,0,86,0,86,0,0,683,2026-08-20 14:07:43.555+05:30
myntra,300013,2026-08-25,105,420,0,0,0,105,0,105,0,0,850,2026-08-20 14:08:45.198+05:30
flipkart,TKPGSYPCYGWJEACQ,2026-06-15,1,1,1,0,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
myntra,300013,2026-08-30,86,344,0,0,0,86,0,86,0,0,688,2026-08-20 14:07:43.555+05:30
myntra,300014,2026-08-29,85,425,0,0,0,0,85,85,0,0,760,2026-08-20 14:07:43.566+05:30
myntra,300014,2026-08-27,86,430,0,0,0,0,86,86,0,0,769,2026-08-20 14:07:43.566+05:30
myntra,300014,2026-08-28,86,430,0,0,0,0,86,86,0,0,779,2026-08-20 14:07:43.566+05:30
myntra,300014,2026-08-24,86,430,0,0,0,0,86,86,0,0,774,2026-08-20 14:07:43.566+05:30
myntra,300014,2026-08-26,85,425,0,0,0,0,85,85,0,0,770,2026-08-20 14:07:43.566+05:30
myntra,300014,2026-08-25,106,530,0,0,0,0,106,106,0,0,954,2026-08-20 14:08:45.202+05:30
flipkart,SRTHDH2JJY3GGYAD,2025-12-01,2,9,0,0,0,1,1,2,0,0,0,2026-08-19 20:00:40.818952+05:30
myntra,300014,2026-08-30,86,430,0,0,0,0,86,86,0,0,779,2026-08-20 14:07:43.566+05:30
flipkart,BXRGRFHZNQNZARUM,2026-07-23,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
myntra,300015,2026-08-29,86,86,86,0,0,0,0,0,86,0,430,2026-08-20 14:07:43.569+05:30
myntra,300015,2026-08-27,85,85,85,0,0,0,0,0,85,0,420,2026-08-20 14:07:43.569+05:30
myntra,300015,2026-08-28,86,86,86,0,0,0,0,0,86,0,435,2026-08-20 14:07:43.569+05:30
myntra,300015,2026-08-24,86,86,86,0,0,0,0,0,86,0,430,2026-08-20 14:07:43.569+05:30
myntra,300015,2026-08-26,86,86,86,0,0,0,0,0,86,0,435,2026-08-20 14:07:43.569+05:30
myntra,300015,2026-08-25,106,106,106,0,0,0,0,0,106,0,525,2026-08-20 14:08:45.206+05:30
myntra,300015,2026-08-30,85,85,85,0,0,0,0,0,85,0,425,2026-08-20 14:07:43.569+05:30
myntra,300016,2026-08-24,85,170,0,85,0,0,0,0,85,0,510,2026-08-20 14:07:43.572+05:30
myntra,300016,2026-08-26,86,172,0,86,0,0,0,0,86,0,511,2026-08-20 14:07:43.572+05:30
myntra,300016,2026-08-25,106,212,0,106,0,0,0,0,106,0,636,2026-08-20 14:08:45.218+05:30
myntra,300018,2026-08-30,85,340,0,0,0,85,0,85,0,0,675,2026-08-20 14:07:43.579+05:30
myntra,300019,2026-08-29,86,430,0,0,0,0,86,86,0,0,769,2026-08-20 14:07:43.582+05:30
myntra,300019,2026-08-27,85,425,0,0,0,0,85,85,0,0,765,2026-08-20 14:07:43.582+05:30
myntra,300019,2026-08-28,86,430,0,0,0,0,86,86,0,0,774,2026-08-20 14:07:43.582+05:30
myntra,300019,2026-08-24,85,425,0,0,0,0,85,85,0,0,760,2026-08-20 14:07:43.582+05:30
myntra,300019,2026-08-26,86,430,0,0,0,0,86,86,0,0,774,2026-08-20 14:07:43.582+05:30
myntra,300019,2026-08-25,106,530,0,0,0,0,106,106,0,0,959,2026-08-20 14:08:45.231+05:30
myntra,300019,2026-08-30,86,430,0,0,0,0,86,86,0,0,779,2026-08-20 14:07:43.582+05:30
myntra,300020,2026-08-29,86,86,86,0,0,0,0,0,86,0,425,2026-08-20 14:07:43.586+05:30
myntra,300020,2026-08-27,86,86,86,0,0,0,0,0,86,0,425,2026-08-20 14:07:43.586+05:30
myntra,300020,2026-08-28,85,85,85,0,0,0,0,0,85,0,430,2026-08-20 14:07:43.586+05:30
myntra,300020,2026-08-24,86,86,86,0,0,0,0,0,86,0,430,2026-08-20 14:07:43.586+05:30
myntra,300020,2026-08-26,86,86,86,0,0,0,0,0,86,0,430,2026-08-20 14:07:43.586+05:30
myntra,300020,2026-08-25,105,105,105,0,0,0,0,0,105,0,520,2026-08-20 14:08:45.235+05:30
myntra,300020,2026-08-30,86,86,86,0,0,0,0,0,86,0,435,2026-08-20 14:07:43.586+05:30
myntra,300021,2026-08-29,85,170,0,85,0,0,0,0,85,0,515,2026-08-20 14:07:43.59+05:30
myntra,300021,2026-08-27,86,172,0,86,0,0,0,0,86,0,516,2026-08-20 14:07:43.59+05:30
flipkart,TKPGSYPCBFKNUZ7W,2026-06-01,3,11,1,0,0,0,2,2,1,0,0,2026-08-19 20:00:40.818952+05:30
myntra,300021,2026-08-28,86,172,0,86,0,0,0,0,86,0,511,2026-08-20 14:07:43.59+05:30
myntra,300021,2026-08-24,86,172,0,86,0,0,0,0,86,0,521,2026-08-20 14:07:43.59+05:30
myntra,300021,2026-08-26,85,170,0,85,0,0,0,0,85,0,510,2026-08-20 14:07:43.59+05:30
myntra,300021,2026-08-25,106,212,0,106,0,0,0,0,106,0,631,2026-08-20 14:08:45.239+05:30
myntra,300021,2026-08-30,86,172,0,86,0,0,0,0,86,0,511,2026-08-20 14:07:43.59+05:30
myntra,300022,2026-08-29,86,258,0,0,86,0,0,0,0,86,597,2026-08-20 14:07:43.593+05:30
myntra,300022,2026-08-27,85,255,0,0,85,0,0,0,0,85,595,2026-08-20 14:07:43.593+05:30
myntra,300022,2026-08-28,86,258,0,0,86,0,0,0,0,86,602,2026-08-20 14:07:43.593+05:30
myntra,300022,2026-08-24,86,258,0,0,86,0,0,0,0,86,597,2026-08-20 14:07:43.593+05:30
myntra,300022,2026-08-26,86,258,0,0,86,0,0,0,0,86,602,2026-08-20 14:07:43.593+05:30
myntra,300022,2026-08-25,106,318,0,0,106,0,0,0,0,106,742,2026-08-20 14:08:45.243+05:30
myntra,300022,2026-08-30,85,255,0,0,85,0,0,0,0,85,600,2026-08-20 14:07:43.593+05:30
myntra,300023,2026-08-29,86,344,0,0,0,86,0,86,0,0,688,2026-08-20 14:07:43.596+05:30
myntra,300023,2026-08-27,86,344,0,0,0,86,0,86,0,0,688,2026-08-20 14:07:43.596+05:30
myntra,300023,2026-08-28,85,340,0,0,0,85,0,85,0,0,680,2026-08-20 14:07:43.596+05:30
myntra,300023,2026-08-24,85,340,0,0,0,85,0,85,0,0,685,2026-08-20 14:07:43.596+05:30
myntra,300023,2026-08-26,86,344,0,0,0,86,0,86,0,0,693,2026-08-20 14:07:43.596+05:30
myntra,300023,2026-08-25,106,424,0,0,0,106,0,106,0,0,838,2026-08-20 14:08:45.246+05:30
myntra,300023,2026-08-30,86,344,0,0,0,86,0,86,0,0,683,2026-08-20 14:07:43.596+05:30
myntra,300024,2026-08-29,85,425,0,0,0,0,85,85,0,0,765,2026-08-20 14:07:43.599+05:30
myntra,300024,2026-08-27,86,430,0,0,0,0,86,86,0,0,779,2026-08-20 14:07:43.599+05:30
myntra,300024,2026-08-28,86,430,0,0,0,0,86,86,0,0,774,2026-08-20 14:07:43.599+05:30
myntra,300024,2026-08-24,86,430,0,0,0,0,86,86,0,0,769,2026-08-20 14:07:43.599+05:30
myntra,300024,2026-08-26,86,430,0,0,0,0,86,86,0,0,769,2026-08-20 14:07:43.599+05:30
myntra,300024,2026-08-25,105,525,0,0,0,0,105,105,0,0,945,2026-08-20 14:08:45.25+05:30
myntra,300024,2026-08-30,86,430,0,0,0,0,86,86,0,0,774,2026-08-20 14:07:43.599+05:30
flipkart,TSHHCHZPAD7JCGRK,2025-11-01,4,17,0,0,1,1,2,3,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCHZPYY2A6GA4,2026-06-01,4,19,0,0,0,1,3,4,0,0,0,2026-08-19 20:00:40.818952+05:30
myntra,300001,2026-08-29,86,172,0,86,0,0,0,0,86,0,516,2026-08-20 14:07:43.499+05:30
flipkart,SRTHDH2JU8TN9A2F,2026-07-01,2,9,0,0,0,1,1,2,0,0,0,2026-08-19 20:00:40.818952+05:30
myntra,300001,2026-08-27,85,170,0,85,0,0,0,0,85,0,505,2026-08-20 14:07:43.499+05:30
myntra,300001,2026-08-28,86,172,0,86,0,0,0,0,86,0,521,2026-08-20 14:07:43.499+05:30
myntra,300001,2026-08-24,86,172,0,86,0,0,0,0,86,0,516,2026-08-20 14:07:43.499+05:30
myntra,300001,2026-08-26,86,172,0,86,0,0,0,0,86,0,521,2026-08-20 14:07:43.499+05:30
myntra,300001,2026-08-25,106,212,0,106,0,0,0,0,106,0,631,2026-08-20 14:08:45.128+05:30
myntra,300001,2026-08-30,85,170,0,85,0,0,0,0,85,0,510,2026-08-20 14:07:43.499+05:30
myntra,300002,2026-08-29,86,258,0,0,86,0,0,0,0,86,607,2026-08-20 14:07:43.502+05:30
myntra,300002,2026-08-27,86,258,0,0,86,0,0,0,0,86,607,2026-08-20 14:07:43.502+05:30
myntra,300002,2026-08-28,85,255,0,0,85,0,0,0,0,85,590,2026-08-20 14:07:43.502+05:30
myntra,300002,2026-08-24,85,255,0,0,85,0,0,0,0,85,595,2026-08-20 14:07:43.502+05:30
myntra,300002,2026-08-26,86,258,0,0,86,0,0,0,0,86,597,2026-08-20 14:07:43.502+05:30
myntra,300002,2026-08-25,106,318,0,0,106,0,0,0,0,106,742,2026-08-20 14:08:45.135+05:30
myntra,300002,2026-08-30,86,258,0,0,86,0,0,0,0,86,602,2026-08-20 14:07:43.502+05:30
myntra,300003,2026-08-24,86,344,0,0,0,86,0,86,0,0,688,2026-08-20 14:07:43.505+05:30
myntra,300003,2026-08-25,105,420,0,0,0,105,0,105,0,0,840,2026-08-20 14:08:45.14+05:30
myntra,300000,2026-08-29,86,86,86,0,0,0,0,0,86,0,425,2026-08-20 14:07:43.497+05:30
myntra,300000,2026-08-27,86,86,86,0,0,0,0,0,86,0,435,2026-08-20 14:07:43.497+05:30
myntra,300000,2026-08-28,86,86,86,0,0,0,0,0,86,0,430,2026-08-20 14:07:43.497+05:30
myntra,300000,2026-08-24,86,86,86,0,0,0,0,0,86,0,425,2026-08-20 14:07:43.497+05:30
myntra,300000,2026-08-26,85,85,85,0,0,0,0,0,85,0,420,2026-08-20 14:07:43.497+05:30
myntra,300000,2026-08-25,106,106,106,0,0,0,0,0,106,0,540,2026-08-20 14:08:45.254+05:30
myntra,300000,2026-08-30,85,85,85,0,0,0,0,0,85,0,430,2026-08-20 14:07:43.497+05:30
flipkart,TSHHCKSG7PQRZGM2,2026-07-29,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCHZPVJAGWTTG,2026-06-29,2,6,1,0,0,0,1,1,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPGSYPCNTSBCUUV,2025-11-01,28,115,3,0,2,9,14,23,3,2,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRHFS5FHHMGH7HH,2026-08-04,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
myntra,2,2026-07-27,2,10,0,0,0,0,2,2,0,0,8,2026-08-20 15:16:57.963+05:30
myntra,2,2026-07-28,2,8,0,0,0,2,0,2,0,0,26,2026-08-20 15:16:57.963+05:30
myntra,2,2026-07-29,2,6,0,0,2,0,0,0,0,2,14,2026-08-20 15:16:57.963+05:30
myntra,2,2026-07-30,2,4,0,2,0,0,0,0,2,0,2,2026-08-20 15:16:57.963+05:30
myntra,2,2026-07-31,2,2,2,0,0,0,0,0,2,0,20,2026-08-20 15:16:57.963+05:30
myntra,2,2026-08-01,12,60,0,0,0,0,12,12,0,0,148,2026-08-20 15:20:01.587+05:30
myntra,2,2026-08-02,2,8,0,0,0,2,0,2,0,0,26,2026-08-20 15:16:57.963+05:30
myntra,2,2026-08-03,2,6,0,0,2,0,0,0,0,2,14,2026-08-20 15:16:57.963+05:30
myntra,2,2026-08-04,2,4,0,2,0,0,0,0,2,0,2,2026-08-20 15:16:57.963+05:30
myntra,2,2026-08-05,2,2,2,0,0,0,0,0,2,0,20,2026-08-20 15:16:57.963+05:30
myntra,2,2026-08-06,2,10,0,0,0,0,2,2,0,0,8,2026-08-20 15:16:57.963+05:30
myntra,2,2026-08-07,28,112,0,0,0,28,0,28,0,0,194,2026-08-20 15:21:42.036+05:30
myntra,2,2026-08-08,2,6,0,0,2,0,0,0,0,2,14,2026-08-20 15:16:57.963+05:30
myntra,2,2026-08-09,2,4,0,2,0,0,0,0,2,0,2,2026-08-20 15:16:57.963+05:30
myntra,2,2026-08-10,19,19,19,0,0,0,0,0,19,0,60,2026-08-20 15:21:42.036+05:30
myntra,2,2026-08-11,2,10,0,0,0,0,2,2,0,0,8,2026-08-20 15:16:57.963+05:30
myntra,2,2026-08-12,2,8,0,0,0,2,0,2,0,0,26,2026-08-20 15:16:57.963+05:30
myntra,2,2026-08-13,29,87,0,0,29,0,0,0,0,29,213,2026-08-20 15:21:42.036+05:30
myntra,2,2026-08-14,2,4,0,2,0,0,0,0,2,0,2,2026-08-20 15:16:57.963+05:30
myntra,2,2026-08-15,2,2,2,0,0,0,0,0,2,0,20,2026-08-20 15:16:57.963+05:30
myntra,2,2026-08-16,19,95,0,0,0,0,19,19,0,0,116,2026-08-20 15:21:42.036+05:30
myntra,2,2026-08-17,2,8,0,0,0,2,0,2,0,0,26,2026-08-20 15:16:57.963+05:30
myntra,2,2026-08-18,2,6,0,0,2,0,0,0,0,2,14,2026-08-20 15:16:57.963+05:30
flipkart,TKPH2TTMZNKBVN52,2025-11-01,6,15,2,1,2,0,1,1,3,2,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPGTHNYFGUCTHDE,2026-02-01,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,FCKFB5ZT3FMM3MHR,2026-07-26,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,VESFF2CGKSVEYRMF,2026-03-01,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPH2TTMJCBF8R3M,2026-05-01,4,16,1,0,0,0,3,3,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,PYJH2TWEHY8YWRMT,2026-01-01,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPGDC7BNJTFHSJS,2026-06-01,3,11,1,0,0,0,2,2,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCKSGSP8GHBJG,2026-06-30,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPGTHNYQFUTTFVA,2026-07-16,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,VESFF2CGWGGC88DT,2026-07-10,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
myntra,300003,2026-08-29,85,340,0,0,0,85,0,85,0,0,675,2026-08-20 14:07:43.505+05:30
myntra,300003,2026-08-27,86,344,0,0,0,86,0,86,0,0,683,2026-08-20 14:07:43.505+05:30
myntra,300003,2026-08-28,86,344,0,0,0,86,0,86,0,0,693,2026-08-20 14:07:43.505+05:30
myntra,300003,2026-08-26,86,344,0,0,0,86,0,86,0,0,688,2026-08-20 14:07:43.505+05:30
myntra,300003,2026-08-30,86,344,0,0,0,86,0,86,0,0,693,2026-08-20 14:07:43.505+05:30
myntra,300004,2026-08-29,86,430,0,0,0,0,86,86,0,0,779,2026-08-20 14:07:43.517+05:30
myntra,300004,2026-08-27,86,430,0,0,0,0,86,86,0,0,774,2026-08-20 14:07:43.517+05:30
myntra,300004,2026-08-28,86,430,0,0,0,0,86,86,0,0,769,2026-08-20 14:07:43.517+05:30
myntra,300004,2026-08-24,86,430,0,0,0,0,86,86,0,0,779,2026-08-20 14:07:43.517+05:30
myntra,300004,2026-08-26,85,425,0,0,0,0,85,85,0,0,765,2026-08-20 14:07:43.517+05:30
myntra,300004,2026-08-25,106,530,0,0,0,0,106,106,0,0,954,2026-08-20 14:08:45.145+05:30
myntra,300004,2026-08-30,85,425,0,0,0,0,85,85,0,0,760,2026-08-20 14:07:43.517+05:30
myntra,300005,2026-08-29,86,86,86,0,0,0,0,0,86,0,435,2026-08-20 14:07:43.522+05:30
myntra,300005,2026-08-27,85,85,85,0,0,0,0,0,85,0,430,2026-08-20 14:07:43.522+05:30
myntra,300005,2026-08-28,86,86,86,0,0,0,0,0,86,0,425,2026-08-20 14:07:43.522+05:30
myntra,300005,2026-08-24,85,85,85,0,0,0,0,0,85,0,425,2026-08-20 14:07:43.522+05:30
flipkart,TSHHCHZPXTGZXVZF,2026-08-01,1,2,0,1,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPH5URAFZJ9YSGG,2026-01-01,9,27,1,4,0,2,2,4,5,0,0,2026-08-19 20:00:40.818952+05:30
myntra,300005,2026-08-26,86,86,86,0,0,0,0,0,86,0,425,2026-08-20 14:07:43.522+05:30
flipkart,TSHHG96E34GYMJQV,2026-03-01,2,7,0,1,0,0,1,1,1,0,0,2026-08-19 20:00:40.818952+05:30
myntra,300005,2026-08-25,106,106,106,0,0,0,0,0,106,0,525,2026-08-20 14:08:45.151+05:30
myntra,300005,2026-08-30,86,86,86,0,0,0,0,0,86,0,430,2026-08-20 14:07:43.522+05:30
flipkart,TKPGSYPCBFKNUZ7W,2026-02-01,8,30,1,1,1,1,4,5,2,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRGRFHZMPDXZWY7,2026-08-06,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCHZPCTKYBK4A,2026-07-22,1,3,0,0,1,0,0,0,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,SRTGSYQGDJQ4FYCH,2026-07-23,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
myntra,5,2026-08-19,2,4,0,2,0,0,0,0,2,0,2,2026-08-20 15:16:57.973+05:30
myntra,5,2026-08-20,2,2,2,0,0,0,0,0,2,0,20,2026-08-20 15:16:57.973+05:30
myntra,6,2026-07-27,2,10,0,0,0,0,2,2,0,0,28,2026-08-20 15:16:57.976+05:30
myntra,6,2026-07-28,12,48,0,0,0,12,0,12,0,0,96,2026-08-20 15:20:01.596+05:30
myntra,6,2026-07-29,2,6,0,0,2,0,0,0,0,2,4,2026-08-20 15:16:57.976+05:30
myntra,6,2026-07-30,2,4,0,2,0,0,0,0,2,0,22,2026-08-20 15:16:57.976+05:30
myntra,6,2026-07-31,2,2,2,0,0,0,0,0,2,0,10,2026-08-20 15:16:57.976+05:30
myntra,6,2026-08-01,2,10,0,0,0,0,2,2,0,0,28,2026-08-20 15:16:57.976+05:30
myntra,6,2026-08-02,2,8,0,0,0,2,0,2,0,0,16,2026-08-20 15:16:57.976+05:30
myntra,6,2026-08-03,12,36,0,0,12,0,0,0,0,12,124,2026-08-20 15:20:01.596+05:30
myntra,6,2026-08-04,2,4,0,2,0,0,0,0,2,0,22,2026-08-20 15:16:57.976+05:30
myntra,6,2026-08-05,2,2,2,0,0,0,0,0,2,0,10,2026-08-20 15:16:57.976+05:30
myntra,6,2026-08-06,2,10,0,0,0,0,2,2,0,0,28,2026-08-20 15:16:57.976+05:30
myntra,6,2026-08-07,2,8,0,0,0,2,0,2,0,0,16,2026-08-20 15:16:57.976+05:30
myntra,6,2026-08-08,2,6,0,0,2,0,0,0,0,2,4,2026-08-20 15:16:57.976+05:30
myntra,6,2026-08-09,12,24,0,12,0,0,0,0,12,0,82,2026-08-20 15:20:01.596+05:30
myntra,6,2026-08-10,2,2,2,0,0,0,0,0,2,0,10,2026-08-20 15:16:57.976+05:30
myntra,6,2026-08-11,2,10,0,0,0,0,2,2,0,0,28,2026-08-20 15:16:57.976+05:30
flipkart,TKPGDC7BNJTFHSJS,2026-06-13,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,SRTGSYQGXBGUJYRQ,2025-12-01,2,9,0,0,0,1,1,2,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCKSGSZFNEFAY,2026-03-01,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCKTJKHPZUDZM,2026-04-01,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,SNRGEHFWXXTCVDZM,2026-07-27,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRHC6DFE3JTKT5S,2026-02-01,1,3,0,0,1,0,0,0,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCKSGWQKARXTR,2026-07-26,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRHFQXCJSCCGJ6J,2025-10-01,3,10,1,0,0,1,1,2,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRH2W5SF88MYEM4,2026-06-01,1,1,1,0,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
